Symbol,Date,Open,High,Low,Close,Adj Close,Volume
WMT,3/18/2022,145.179993,145.570007,144.110001,145.440002,143.156235,10411100
WMT,3/21/2022,145.429993,147.289993,143.619995,144.229996,141.965225,7116900
WMT,3/22/2022,144.610001,144.970001,142.979996,143.800003,141.541977,6745000
WMT,3/23/2022,143.139999,143.729996,141.520004,141.949997,139.721024,6541800
WMT,3/24/2022,142.389999,143.910004,141.880005,142.830002,140.587219,4480300
WMT,3/25/2022,143.449997,143.929993,142.259995,143.449997,141.197464,4695100
WMT,3/28/2022,143.5,146.059998,143.300003,146,143.707428,6701900
WMT,3/29/2022,146.600006,148.100006,146.25,147.229996,144.918106,6644800
WMT,3/30/2022,147.130005,150.179993,147.039993,149.869995,147.516678,8330500
WMT,3/31/2022,148.789993,150.539993,148.179993,148.919998,146.581589,9054600
WMT,4/1/2022,149.660004,151.270004,148.839996,151.009995,148.638763,6979900
WMT,4/4/2022,150.910004,153.199997,150.080002,151.039993,148.668304,8444200
WMT,4/5/2022,150.880005,153.330002,150.880005,151.470001,149.091553,6219300
WMT,4/6/2022,151.020004,155.419998,150.5,154.990005,152.556259,9339500
WMT,4/7/2022,155.100006,157.539993,154.440002,156.539993,154.081924,9029400
WMT,4/8/2022,156.910004,158.410004,156.210007,157.410004,154.938278,7764800
WMT,4/11/2022,156.970001,158.240005,153.630005,154.289993,151.867249,8237600
WMT,4/12/2022,154.240005,155.399994,152.550003,153.229996,150.823898,8920400
WMT,4/13/2022,153.449997,157.789993,153.350006,157.220001,154.751251,9761500
WMT,4/14/2022,157.110001,158.289993,156.429993,157.080002,154.613449,7453500
WMT,4/18/2022,156.75,157.979996,155.210007,155.880005,153.432297,4890600
WMT,4/19/2022,156.669998,157.949997,156.039993,157.649994,155.1745,5285000
WMT,4/20/2022,158.350006,160.350006,158.289993,159.630005,157.123413,6607200
WMT,4/21/2022,159.919998,160.770004,159.070007,159.869995,157.359634,6056100
WMT,4/22/2022,160.25,160.360001,156.660004,156.860001,154.396912,7015400
WMT,4/25/2022,156.369995,157.470001,154.350006,156.940002,154.475662,6019200
WMT,4/26/2022,156.369995,158.130005,155.199997,155.300003,152.861404,6533700
WMT,4/27/2022,155.529999,156.199997,154.020004,154.240005,151.818054,5832300
WMT,4/28/2022,155.229996,156.979996,154.100006,156.210007,153.757111,4985300
WMT,4/29/2022,155.809998,156.220001,152.710007,152.990005,150.587677,7029600
WMT,5/2/2022,154.960007,154.990005,150.320007,151.979996,149.593521,6672000
WMT,5/3/2022,152.429993,154.279999,151.779999,152.509995,150.115204,5983500
WMT,5/4/2022,152.029999,154.820007,151.509995,154.619995,152.192078,6674200
WMT,5/5/2022,153.639999,153.830002,151.399994,152.740005,150.888077,7744800
WMT,5/6/2022,151.710007,153.949997,148.270004,149.559998,147.746643,11419400
WMT,5/9/2022,148.470001,153.100006,148.190002,151.309998,149.475418,9402400
WMT,5/10/2022,151.429993,152.289993,148.559998,149.179993,147.371231,8287100
WMT,5/11/2022,149.399994,150.75,146.910004,147.619995,145.830154,9292900
WMT,5/12/2022,147.860001,150.149994,146.520004,147.479996,145.691849,8414800
WMT,5/13/2022,147.710007,148.380005,146.139999,148.050003,146.254959,6654100
WMT,5/16/2022,149.380005,149.729996,146.460007,148.210007,146.41301,7149700
WMT,5/17/2022,136.429993,137.440002,130.639999,131.350006,129.757431,44313400
WMT,5/18/2022,128.029999,128.270004,121.529999,122.43,120.94558,34751000
WMT,5/19/2022,120.870003,121.790001,118.599998,119.07,117.62632,23669500
WMT,5/20/2022,119.639999,120.839996,117.269997,119.199997,117.754738,16452000
WMT,5/23/2022,119.919998,123.769997,119.860001,122.599998,121.113518,14560300
WMT,5/24/2022,121.209999,124.550003,121.080002,124.129997,122.624969,11528300
WMT,5/25/2022,124,124.669998,122.599998,123.370003,121.874184,9040600
WMT,5/26/2022,125.300003,126.400002,124.400002,126,124.472298,9399200
WMT,5/27/2022,125.489998,128.619995,125.309998,128.479996,126.922218,8433300
WMT,5/31/2022,127.459999,129.899994,127.419998,128.630005,127.070404,12304100
WMT,6/1/2022,128.5,128.919998,124.68,125.449997,123.928955,9511600
WMT,6/2/2022,125.57,127.529999,124.330002,127.510002,125.963989,7738100
WMT,6/3/2022,126.669998,127.419998,125.089996,125.32,123.800537,6100900
WMT,6/6/2022,125.82,126.300003,124.589996,124.870003,123.356003,6618500
WMT,6/7/2022,121.239998,123.489998,120.879997,123.370003,121.874184,15902600
WMT,6/8/2022,122.349998,123.910004,121.949997,122.300003,120.817162,7507600
WMT,6/9/2022,122,124.349998,120.989998,121.019997,119.552673,6626700
WMT,6/10/2022,119.75,122.739998,119.339996,121.699997,120.224426,8412700
WMT,6/13/2022,119.739998,121.239998,119.089996,119.410004,117.962196,8299300
WMT,6/14/2022,119.129997,120,118.169998,119.459999,118.011589,7181400
WMT,6/15/2022,119.970001,120.410004,117.900002,119.379997,117.932556,8638000
WMT,6/16/2022,118.349998,121.760002,118.230003,120.620003,119.157532,10235600
WMT,6/17/2022,120.019997,120.879997,117.970001,118.290001,116.855774,12279600
WMT,6/21/2022,118.300003,122.779999,118.220001,122.169998,120.688728,7972200
WMT,6/22/2022,122.099998,123.25,120.589996,120.690002,119.226669,6745000
WMT,6/23/2022,121.75,123.959999,121.199997,123.620003,122.121155,6013600
WMT,6/24/2022,124.089996,125.309998,123.160004,123.720001,122.21994,10615300
WMT,6/27/2022,123.779999,124.739998,122.790001,124.120003,122.615089,6629700
WMT,6/28/2022,124.660004,125.57,122.290001,122.370003,120.886307,5133000
WMT,6/29/2022,122.889999,123.349998,120.970001,121.919998,120.441765,6370500
WMT,6/30/2022,120.879997,122.059998,119.889999,121.580002,120.105881,6388700
WMT,7/1/2022,121.940002,122.919998,121.160004,122.629997,121.14315,5820300
WMT,7/5/2022,122.209999,124.510002,121.610001,124.25,122.743515,6072700
WMT,7/6/2022,124.480003,126.279999,124.300003,125.129997,123.612839,7100000
WMT,7/7/2022,125.190002,125.529999,124.120003,125.32,123.800537,5829100
WMT,7/8/2022,125.82,126.610001,125.150002,125.400002,123.87957,4917000
WMT,7/11/2022,125.019997,126.330002,124.620003,125.449997,123.928955,3844300
WMT,7/12/2022,125.110001,127.129997,124.720001,125.07,123.553566,4577400
WMT,7/13/2022,124.440002,126.459999,123.910004,125.370003,123.849937,4229700
WMT,7/14/2022,124.160004,128.320007,124.139999,127.82,126.270233,6968500
WMT,7/15/2022,128.800003,130.270004,128.050003,129.070007,127.505081,7061400
WMT,7/18/2022,128.649994,130.300003,128.259995,128.770004,127.20871,4747900
WMT,7/19/2022,129.389999,129.960007,128.600006,129.559998,127.989136,5665100
WMT,7/20/2022,130.509995,131.309998,129.5,130.639999,129.05603,6188300
WMT,7/21/2022,130.679993,132.559998,130.5,132.550003,130.942886,6254900
WMT,7/22/2022,132.539993,133.389999,131.229996,132.210007,130.60701,4538800
WMT,7/25/2022,132.389999,132.699997,131.460007,132.020004,130.419296,6845100
WMT,7/26/2022,121.129997,122.690002,120.059998,121.980003,120.501038,31797200
WMT,7/27/2022,121.239998,126.769997,121.029999,126.589996,125.055138,14053200
WMT,7/28/2022,126.269997,130.509995,126.269997,129.75,128.176834,11087400
WMT,7/29/2022,128.320007,132.259995,128.009995,132.050003,130.448944,10047300
WMT,8/1/2022,131.059998,134.229996,131,132.539993,130.932983,8332100
WMT,8/2/2022,133.149994,133.710007,131.399994,132.679993,131.071304,6565000
WMT,8/3/2022,132.160004,132.940002,129.860001,130.5,128.91774,10667700
WMT,8/4/2022,130.669998,130.800003,125.330002,125.57,124.047508,17702000
WMT,8/5/2022,125.510002,126.809998,125.120003,126.580002,125.045265,10669000
WMT,8/8/2022,126.650002,128.210007,126.610001,127.610001,126.062775,6058400
WMT,8/9/2022,127.889999,128.970001,127.209999,128.869995,127.307487,6441700
WMT,8/10/2022,130,130.149994,128.389999,129.139999,127.574226,8417000
WMT,8/11/2022,129.699997,130.369995,128.600006,129.820007,128.804535,7951500
WMT,8/12/2022,130,132.839996,129.820007,132.220001,131.185745,8875000
WMT,8/15/2022,131.630005,133.570007,131.360001,132.600006,131.562775,8838700
WMT,8/16/2022,138.899994,140.929993,138.190002,139.369995,138.279816,30591100
WMT,8/17/2022,138.570007,142.720001,138.399994,139.520004,138.42865,13930700
WMT,8/18/2022,139.529999,140.419998,138.5,139.070007,137.982178,6399200
WMT,8/19/2022,138.919998,139.070007,136.910004,137.020004,135.948196,7639600
WMT,8/22/2022,136.199997,136.720001,134.440002,134.570007,133.517365,6222400
WMT,8/23/2022,134.610001,134.960007,133.210007,134,132.951828,5651700
WMT,8/24/2022,134.350006,135.289993,133.600006,134.970001,133.914246,5255500
WMT,8/25/2022,135.279999,135.990005,135.029999,135.869995,134.80719,6471500
WMT,8/26/2022,136.110001,136.830002,131.509995,131.600006,130.570602,7110600
WMT,8/29/2022,130.830002,133.869995,130.589996,132.880005,131.840591,5793900
WMT,8/30/2022,133.339996,133.649994,131.740005,132.479996,131.44371,4822700
WMT,8/31/2022,132.779999,133.789993,131.929993,132.550003,131.513168,7486900
WMT,9/1/2022,132.539993,135.139999,132.399994,134.479996,133.42807,7247300
WMT,9/2/2022,134.850006,135.669998,132.440002,133,131.959656,5744800
WMT,9/6/2022,133.050003,133.619995,130.720001,132.339996,131.304794,7299900
WMT,9/7/2022,133.059998,135.970001,132.740005,135.740005,134.678207,5686300
WMT,9/8/2022,135.399994,136.869995,134.880005,136.429993,135.362808,5652000
WMT,9/9/2022,136.300003,137.5,136.130005,136.839996,135.769608,5380200
WMT,9/12/2022,137.080002,138.25,136.970001,138.070007,136.98999,4761500
WMT,9/13/2022,136.860001,137.949997,134.809998,135.220001,134.162277,5895800
WMT,9/14/2022,135.630005,136.529999,134.100006,134.919998,133.864624,6644900
WMT,9/15/2022,135.050003,135.149994,132.970001,133.470001,132.425964,6729800
WMT,9/16/2022,132,134.550003,131.279999,133.190002,132.148163,13958100
WMT,9/19/2022,132.820007,134.759995,132.470001,134.330002,133.279251,5617700
WMT,9/20/2022,133.479996,133.880005,132.539993,133.550003,132.505341,4654500
WMT,9/21/2022,135.440002,137.449997,134.619995,134.770004,133.715805,8301200
WMT,9/22/2022,134.570007,134.720001,132.839996,133.389999,132.346603,5581500
WMT,9/23/2022,132.869995,133.179993,128.770004,130.059998,129.042633,9065100
WMT,9/26/2022,128.75,132.139999,128.270004,131.309998,130.282867,7670400
WMT,9/27/2022,132.229996,133.429993,130.300003,130.949997,129.925674,5723900
WMT,9/28/2022,131.410004,133.649994,129.720001,133.110001,132.068787,5612800
WMT,9/29/2022,133.5,134.119995,131.630005,132.25,131.2155,5080500
WMT,9/30/2022,132.240005,132.360001,129.699997,129.699997,128.685455,6534100
WMT,10/3/2022,130.240005,132.789993,130.009995,132.529999,131.493332,5858300
WMT,10/4/2022,133.860001,135.199997,133.369995,134.25,133.19986,5378100
WMT,10/5/2022,133.759995,134.619995,132.509995,132.919998,131.88028,4851300
WMT,10/6/2022,133.080002,134.479996,131.580002,131.679993,130.649963,4733500
WMT,10/7/2022,131.309998,131.649994,128.070007,128.559998,127.554382,5693500
WMT,10/10/2022,129.529999,129.929993,128.279999,129.320007,128.308441,3803900
WMT,10/11/2022,129.509995,133.800003,129.460007,132.669998,131.632233,7092000
WMT,10/12/2022,133.009995,134.770004,130.970001,131.169998,130.143951,5649200
WMT,10/13/2022,129.279999,132.940002,128.369995,132.279999,131.24527,6848500
WMT,10/14/2022,132.440002,133.220001,130.050003,130.429993,129.409729,5547000
WMT,10/17/2022,130.960007,132.830002,130.589996,131.369995,130.342392,5937500
WMT,10/18/2022,133.429993,135.100006,133.330002,134.139999,133.090729,5614100
WMT,10/19/2022,134.330002,134.729996,132.970001,133.759995,132.713699,3779800
WMT,10/20/2022,133.979996,135.399994,133.649994,134.089996,133.041122,4251600
WMT,10/21/2022,134.809998,137.410004,134,136.800003,135.729935,6044900
WMT,10/24/2022,137.449997,140.479996,137.130005,139.410004,138.319504,6268900
WMT,10/25/2022,139.089996,140.440002,138.320007,140.070007,138.97435,5017100
WMT,10/26/2022,140.360001,142.039993,139.820007,141.139999,140.035965,6918100
WMT,10/27/2022,141.009995,142.100006,140.289993,140.729996,139.629166,5534300
WMT,10/28/2022,140.050003,142.899994,140.039993,142.509995,141.395248,4549400
WMT,10/31/2022,142.339996,143.070007,141.770004,142.330002,141.21666,7524000
WMT,11/1/2022,142.970001,143.550003,141.5,141.690002,140.58168,4938100
WMT,11/2/2022,141.160004,143.570007,140.699997,140.75,139.649017,5174000
WMT,11/3/2022,139.509995,141.710007,139.080002,140.720001,139.619263,3658800
WMT,11/4/2022,142.029999,142.210007,138.789993,140.970001,139.86731,4889800
WMT,11/7/2022,141.259995,142.970001,141.259995,142.449997,141.335724,3788000
WMT,11/8/2022,142.580002,144.070007,141.509995,142.789993,141.67305,5022800
WMT,11/9/2022,142.759995,143.160004,139.210007,139.470001,138.379028,5310700
WMT,11/10/2022,142.509995,142.690002,140.5,142.360001,141.246429,6770200
WMT,11/11/2022,142.669998,143.119995,139.990005,142.580002,141.464706,6423600
WMT,11/14/2022,141.639999,143.320007,138.270004,138.389999,137.30748,12508600
WMT,11/15/2022,145.610001,150.270004,144.550003,147.440002,146.286697,25516200
WMT,11/16/2022,147.880005,150.199997,147.119995,148.5,147.338409,10864400
WMT,11/17/2022,147.009995,148.729996,146.710007,148,146.842316,8263800
WMT,11/18/2022,149.669998,150.240005,148.770004,150.229996,149.054871,6329000
WMT,11/21/2022,150.610001,152.139999,150.190002,151.149994,149.967667,7052400
WMT,11/22/2022,152,152.449997,151.119995,151.690002,150.503464,5632800
WMT,11/23/2022,152.080002,153.369995,151.880005,152.419998,151.227737,5640200
WMT,11/25/2022,152.119995,153.089996,151.860001,153.070007,151.872665,2925800
WMT,11/28/2022,152.720001,154.639999,152.720001,153.509995,152.309219,5891600
WMT,11/29/2022,153.029999,153.710007,152.550003,152.970001,151.773438,4613900
WMT,11/30/2022,152.610001,152.770004,151.199997,152.419998,151.227737,10446000
WMT,12/1/2022,152.050003,153.610001,150.729996,153.369995,152.170303,7577400
WMT,12/2/2022,151.479996,153.240005,151.479996,153.220001,152.021484,6911000
WMT,12/5/2022,152.75,153,150.509995,151.649994,150.46376,7869400
WMT,12/6/2022,151.199997,151.910004,149.210007,149.889999,148.717529,6875200
WMT,12/7/2022,150.5,151.210007,148.820007,149.110001,147.943634,5850100
WMT,12/8/2022,149.160004,149.279999,148.139999,148.779999,148.172699,4504200
WMT,12/9/2022,147.470001,147.720001,145.220001,145.309998,144.716858,9309800
WMT,12/12/2022,145.899994,148.100006,145.559998,148.020004,147.415802,6477400
WMT,12/13/2022,150,150.199997,146.740005,147.490005,146.88797,7802700
WMT,12/14/2022,147.089996,148.529999,145.960007,146.669998,146.071304,6778200
WMT,12/15/2022,145.580002,146.419998,143.630005,145.360001,144.766647,5838000
WMT,12/16/2022,144.479996,144.720001,142.570007,142.75,142.167313,13447700
WMT,12/19/2022,143.009995,143.559998,141.729996,142.800003,142.217102,5022500
WMT,12/20/2022,142.919998,144.639999,142.25,144.050003,143.462006,5669800
WMT,12/21/2022,144.320007,145.940002,144.259995,145.179993,144.587387,4575500
WMT,12/22/2022,144.770004,144.979996,141.929993,143.479996,142.894318,4360800
WMT,12/23/2022,143.050003,143.800003,142.279999,143.770004,143.183151,3182500
WMT,12/27/2022,144.039993,144.449997,143.190002,143.809998,143.222977,3348200
WMT,12/28/2022,143.470001,143.669998,140.910004,141.289993,140.713257,5082100
WMT,12/29/2022,142.139999,143.020004,141.75,142.149994,141.569748,3057300
WMT,12/30/2022,141.559998,141.990005,140.809998,141.789993,141.211227,3835300
AMZN,1/3/2022,167.550003,170.703506,166.160507,170.404495,170.404495,63520000
AMZN,1/4/2022,170.438004,171.399994,166.349503,167.522003,167.522003,70726000
AMZN,1/5/2022,166.882996,167.126495,164.356995,164.356995,164.356995,64302000
AMZN,1/6/2022,163.4505,164.800003,161.936996,163.253998,163.253998,51958000
AMZN,1/7/2022,163.839005,165.2435,162.031006,162.554001,162.554001,46606000
AMZN,1/10/2022,160.585495,161.661499,156.304504,161.485992,161.485992,87798000
AMZN,1/11/2022,161.5,166.350006,160.701508,165.362,165.362,62806000
AMZN,1/12/2022,166.574997,166.878006,164.417007,165.207001,165.207001,50030000
AMZN,1/13/2022,165.250504,166.221497,161.091003,161.214005,161.214005,52188000
AMZN,1/14/2022,160.149994,162.25,159.800507,162.138,162.138,45974000
AMZN,1/18/2022,159.104996,159.734497,157.664505,158.917496,158.917496,67292000
AMZN,1/19/2022,158.761993,159.25,156.25,156.298996,156.298996,53242000
AMZN,1/20/2022,156.766006,158,151.350998,151.667496,151.667496,71974000
AMZN,1/21/2022,149.949997,150.899994,142.070496,142.643005,142.643005,163972000
AMZN,1/24/2022,139,144.945007,135.352005,144.544006,144.544006,155624000
AMZN,1/25/2022,142.242493,143.600006,138.145004,139.985992,139.985992,90824000
AMZN,1/26/2022,144.75,145.184998,137.318497,138.872498,138.872498,95602000
AMZN,1/27/2022,140.800003,144.2435,139.350006,139.637497,139.637497,77516000
AMZN,1/28/2022,140.860504,143.998001,137.929504,143.977997,143.977997,74392000
AMZN,1/31/2022,144.75,150.360504,144.300507,149.573502,149.573502,78308000
AMZN,2/1/2022,150,151.707993,147.627502,151.193497,151.193497,59220000
AMZN,2/2/2022,155.050507,155.074997,148.863495,150.612503,150.612503,87330000
AMZN,2/3/2022,141.737503,144.247498,138.332993,138.845505,138.845505,225532000
AMZN,2/4/2022,155.606506,161.199997,150.608002,157.639496,157.639496,253456000
AMZN,2/7/2022,158.520004,162.690994,157.25,157.935501,157.935501,102624000
AMZN,2/8/2022,156.750504,161.792496,155.550507,161.413498,161.413498,76040000
AMZN,2/9/2022,162.873505,163.834503,160.25,161.189499,161.189499,68786000
AMZN,2/10/2022,158.350006,160.716507,157.75,159.003494,159.003494,68268000
AMZN,2/11/2022,158.134506,159,152.733994,153.293503,153.293503,77100000
AMZN,2/14/2022,151.751007,158.448502,151.649994,155.167007,155.167007,83230000
AMZN,2/15/2022,157.605499,158.007004,154.637497,156.510498,156.510498,56440000
AMZN,2/16/2022,155.790497,158.834,154.734497,158.100494,158.100494,52704000
AMZN,2/17/2022,158.145996,160.348999,154.5,154.652496,154.652496,64032000
AMZN,2/18/2022,155.499496,155.499496,150.893005,152.601501,152.601501,63604000
AMZN,2/22/2022,150.4785,152.982498,148.485504,150.197495,150.197495,66128000
AMZN,2/23/2022,151.650497,151.763,144.651001,144.826996,144.826996,64244000
AMZN,2/24/2022,139.837494,151.748993,139.5,151.358002,151.358002,100786000
AMZN,2/25/2022,150.550003,153.990005,149.213501,153.788498,153.788498,62396000
AMZN,2/28/2022,152.425003,154.449997,150.850006,153.563004,153.563004,57684000
AMZN,3/1/2022,152.732498,154.098999,149.977005,151.141998,151.141998,44874000
AMZN,3/2/2022,150.848999,152.999496,148.75,152.052505,152.052505,47334000
AMZN,3/3/2022,153.531494,153.929001,146.856003,147.898499,147.898499,65198000
AMZN,3/4/2022,147.158997,147.850006,143.807007,145.641006,145.641006,60934000
AMZN,3/7/2022,145.443497,146.094498,137.416504,137.453003,137.453003,86934000
AMZN,3/8/2022,136.683502,140.699493,133.572495,136.014496,136.014496,91662000
AMZN,3/9/2022,139.5,140.25,136.828003,139.279007,139.279007,82656000
AMZN,3/10/2022,145.684998,148.6745,143.977997,146.817505,146.817505,135062000
AMZN,3/11/2022,149.574493,149.675003,145.369003,145.524506,145.524506,68900000
AMZN,3/14/2022,145.981003,147.449997,140.884003,141.852997,141.852997,74086000
AMZN,3/15/2022,142.850006,147.985001,142,147.366501,147.366501,75584000
AMZN,3/16/2022,148.5,153.149994,147.3535,153.104004,153.104004,84958000
AMZN,3/17/2022,152.640503,157.498505,152.139999,157.238998,157.238998,72934000
AMZN,3/18/2022,156.813004,161.593994,156.011002,161.250504,161.250504,102962000
AMZN,3/21/2022,161.121002,163.084,159.552994,161.491501,161.491501,66538000
AMZN,3/22/2022,161.805496,166.167007,161.699005,164.889008,164.889008,64086000
AMZN,3/23/2022,163.705002,166.369995,162.686996,163.408005,163.408005,55812000
AMZN,3/24/2022,163.749496,164.1185,160.050003,163.649506,163.649506,56798000
AMZN,3/25/2022,164,165.3685,162.25,164.773499,164.773499,49032000
AMZN,3/28/2022,164.975006,169.037506,164.899994,168.990494,168.990494,59854000
AMZN,3/29/2022,170.384003,170.831497,167.8685,169.315002,169.315002,66154000
AMZN,3/30/2022,168.509506,168.9505,165.5,166.300995,166.300995,56168000
AMZN,3/31/2022,166.445007,166.494995,162.953506,162.997498,162.997498,59966000
AMZN,4/1/2022,164.149506,165.826996,162.319504,163.559998,163.559998,57090000
AMZN,4/4/2022,164.125,168.394501,163.205505,168.346497,168.346497,49882000
AMZN,4/5/2022,167.741501,168.110504,163.266006,164.054993,164.054993,53728000
AMZN,4/6/2022,161.650497,162.199997,157.254501,158.755997,158.755997,79056000
AMZN,4/7/2022,158.399994,160.078995,154.511505,157.7845,157.7845,68136000
AMZN,4/8/2022,156.75,157.3685,154.231003,154.460495,154.460495,46002000
AMZN,4/11/2022,152.712997,154.136505,150.5345,151.121994,151.121994,52112000
AMZN,4/12/2022,153.692505,155.098999,150.382996,150.787506,150.787506,55178000
AMZN,4/13/2022,150.018494,156.024994,149.600006,155.541,155.541,53390000
AMZN,4/14/2022,155.389999,155.897003,151.472,151.706497,151.706497,51598000
AMZN,4/18/2022,151.523499,154.039505,150.250504,152.785004,152.785004,46514000
AMZN,4/19/2022,152.029495,158.649002,151.550507,158.115494,158.115494,54926000
AMZN,4/20/2022,157.602493,157.602493,153.6035,153.998001,153.998001,59630000
AMZN,4/21/2022,154.714005,156.738007,147.589493,148.296005,148.296005,63970000
AMZN,4/22/2022,148.25,149.615005,143.697495,144.350006,144.350006,73078000
AMZN,4/25/2022,144.022995,146.221497,142.306503,146.074005,146.074005,61874000
AMZN,4/26/2022,144.800003,144.856003,138.929504,139.391006,139.391006,77530000
AMZN,4/27/2022,140.191498,141.948502,135.783493,138.167007,138.167007,71336000
AMZN,4/28/2022,142.177994,145.9375,140.300003,144.596497,144.596497,117316000
AMZN,4/29/2022,129.848999,130.761002,121.625,124.281502,124.281502,272662000
AMZN,5/2/2022,122.401001,124.667999,118.375,124.5,124.5,148788000
AMZN,5/3/2022,124.053497,126.220497,122.824997,124.253502,124.253502,79134000
AMZN,5/4/2022,123.599998,126,119.182999,125.928497,125.928497,110746000
AMZN,5/5/2022,123,123.499001,115.072502,116.406998,116.406998,144392000
AMZN,5/6/2022,114.849998,119.050499,113.081497,114.772499,114.772499,124260000
AMZN,5/9/2022,111.3125,114,107.957001,108.789001,108.789001,128124000
AMZN,5/10/2022,111.25,112.642502,107.170998,108.859001,108.859001,105434000
AMZN,5/11/2022,108.1035,110.155998,104.428497,105.372002,105.372002,109704000
AMZN,5/12/2022,102.75,110.780502,102.405502,106.930496,106.930496,132026000
AMZN,5/13/2022,109.069,113.183998,107.800003,113.055,113.055,93684000
AMZN,5/16/2022,113.099998,113.9925,110.353996,110.810501,110.810501,74566000
AMZN,5/17/2022,113.275002,115.800003,111.276497,115.3685,115.3685,76448000
AMZN,5/18/2022,111.439499,112.852997,106.249001,107.112503,107.112503,108380000
AMZN,5/19/2022,106.280502,110.033997,106.193001,107.319,107.319,88142000
AMZN,5/20/2022,109.568497,109.898003,105.009499,107.591003,107.591003,99500000
AMZN,5/23/2022,108.460999,108.819,103.949997,107.556999,107.556999,107798000
AMZN,5/24/2022,104.025002,105.400002,101.260002,104.099998,104.099998,102934000
